lot,year,district,ID,wenbao_id,original_name_cn,name_en,tmarker,year_built,current_use,address,protection_level,
5,2015,徐汇,5D097,,住宅,Residential building,n,1930年代,东湖双拥小区,永嘉路588-590号（双号）,三,
5,2015,徐汇,5D098,,住宅,Residential building,n,1930年代,住宅,长乐路327-329号（单号）,三,
5,2015,徐汇,5D099,,住宅,Residential building,n,1930年代,长乐坊,长乐路335-337号（单号）,三,
5,2015,徐汇,5D100,,住宅,Residential building,n,1910年代,长乐坊,陕西南路214号,三,
5,2015,徐汇,5D101,,住宅,Residential building,n,不详,住宅,常熟路139号,三,
5,2015,徐汇,D50102,,住宅,Residential building,n,不详,住宅，局部办公,延庆路42、52号,三,
5,2015,徐汇,5D103,,住宅,Residential building,n,不详,住宅，局部办公,襄阳南路313号,三,
5,2015,徐汇,5D104,,住宅,Residential building,n,1932年,住宅,复兴西路299弄1-3号,三,
5,2015,徐汇,5D105,,慎成里,Shengcheng Lane,t,1930,住宅,永嘉路291弄1-90号，永嘉路277-307（单号），嘉善路200-230号（双号）,三,
5,2015,徐汇,5D106,,住宅,Residential building,n,1932,慎成里,新乐路44弄（1-15号）、新乐路38-50号（双号）,三,
5,2015,徐汇,5D107,,住宅,Residential building,n,1930年代,新乐坊,新乐路143弄1-4号,三,
5,2015,徐汇,5D108,,住宅,Residential building,n,1940年代,住宅,淮海中路1251弄1-3号,三,
5,2015,徐汇,5D109,,中信一村,Zhongxin No.1 Village,t,1937,住宅,常熟路163弄1-30号、华亭路18、26号,三,
5,2015,徐汇,5D110,,住宅,Residential building,n,不详,中信一村,延庆路80、82、84号,82号：三；80、84号：四,
5,2015,徐汇,5D111,,住宅,Residential building,n,1930年代,住宅,长乐路325号、陕西南路164号,三,
5,2015,徐汇,5D112,,衡山电影院,Heng Shan Cinema,o,1951,衡山电影院,衡山路838号,三,
5,2015,徐汇,5D113,,上海应用技术学院,Shanghai Institute Of Technology,o,1961,上海应用技术学院,漕宝路120号,6号楼：三； 8号楼：三； 10号楼：三； 14号楼：四； 20号楼：二； 26号：三类；28号楼：二； 30号楼：二； 32号楼：三； 34号楼：四； 36号楼：二； 40号楼：四;42号楼：四； 52号楼：三,
5,2015,徐汇,5D114,,西岸艺术中心/上海飞机制造厂冲压车间,Shanghai Aircraft Manufacturing Company Stamping Workshop,t,1980年代,西岸艺术中心,龙腾大道2555号,三,
5,2015,徐汇,5D115,,住宅,Residential building,n,1930年代,住宅,湖南路280弄2、4、8、9、20号；296弄14-26号,三,
5,2015,虹口,5F001,,花园住宅,Garden villa,n,待考,虹口区城市管理行政执法局,东汉阳路205号,二,
5,2015,虹口,5F002,,上海市警察局虹口分局,"Shanghai Police, Hongkou",t,1936,公安大楼,塘沽路219号,二,
5,2015,虹口,5F003,,住宅,Residential building,t,不详,住宅,山阴路275弄（1-4号）、四达路262、266、272、274、286号,三,
5,2015,虹口,5F004,,住宅,Residential building,t,不详,住宅,东体育会路119弄22、23号,三,
5,2015,虹口,5F005,,住宅,Residential building,t,不详,住宅,祥德路25弄1号、2、3号,三,
5,2015,虹口,5F006,,住宅,Residential building,t,不详,住宅,山阴路209弄（1-9号）、229弄（1-6号）,三,
5,2015,虹口,5F007,,住宅,Residential building,t,不详,住宅,黄渡路79号,三,
5,2015,虹口,5F008,,住宅,Residential building,t,不详,住宅,祥德路66弄（1-3号）,三,
5,2015,虹口,5F009,,住宅,Residential building,t,不详,住宅,黄渡路17弄3号,三,
5,2015,虹口,5F010,,恩德堂教堂及宿舍,Endeavourers' Church dormitories,o,1930年代,住宅,武进路225弄（3-11号）,三,
5,2015,虹口,5F011,,西本愿寺,Nishi Hongan-ji Shanghai,t,1930年代,住宅,乍浦路439号,三,
5,2015,虹口,5F012,,裕棠庚住宅,Yu Yanggeng residence,t,1920,住宅,平凉路25号,三,
5,2015,虹口,5F013,,住宅,Residential building,n,不详,住宅,保定路410-448号（双号）,三,
5,2015,虹口,5F014,,新沙逊洋行、东南日报,"E.D. Sassoon & Co., Ltd",o,1930年代,住宅,"长春路307-365号,四川北路1938-1950号（双号）",三,
5,2015,虹口,5F015,,积善里,Jishan Lane,t,1926,积善里,山阴路340弄(1-31号)、320号、350号,三,
5,2015,虹口,5F016,,住宅,Residential building,n,不详,住宅,山阴路274弄（1-11号）,三,
5,2015,虹口,5F017,,丰乐里,Fengle Lane,t,1916,丰乐里,四川北路1999弄（1-110号），四川北路2001-2021号（单号）,三,
5,2015,虹口,5F018,,公园坊,Gongyuan Fang,t,20世纪30年代初,公园坊,西江湾路476弄（1-35号）,三,
5,2015,虹口,5F019,,恩德堂,Endeavourers' Church,o,1930年代,上海市虹口区消费者权益保护委员会,乍浦路480、490号(双号),三,
5,2015,虹口,5F020,,花园住宅,Garden villa,n,不详,老电影咖啡馆,多伦路123号,三,
5,2015,虹口,5F021,,杭氏住宅,Hang family residence,t,1920年代,舟山路幼儿园,舟山路455号,三,
5,2015,虹口,5F022,,海宁洋行旧址,Henningsen Produce Co,o,不详,上海益民食品一厂历史展示馆,香烟桥路13号,三,
5,2015,虹口,5F023,,矽肺治疗所，上海第一建筑材料工业公司职工治疗所，上海市建材局职工治疗所,Pneumoconiosis Clinic,t,1930年代,上海赤峰医院,东体育会支路41号,三,
5,2015,虹口,5F024,,三多里,Sanduo Lane,t,1926,三多里,周家嘴路786弄（31-65号）,三,
5,2015,虹口,5F025,,住宅,Residential building,n,1920年代,住宅,四川北路2299弄（1-3号）、2319弄（1-3号）、2339弄（1-3号）、2305-2345号（单号）,三,
5,2015,虹口,5F026,,住宅,Residential building,n,1930年代,住宅,东体育会路119弄（老3号）,三,
5,2015,虹口,5F027,,赵植初住宅/王造时旧居,Zhao Zhichu former residence,t,1920年代,上城集团,多伦路93号,三,
5,2015,虹口,5F028,,花园住宅,Garden villa,n,1912,虹口区第三中心幼儿园,山阴路181号,三,
5,2015,虹口,5F029,,广东浸信会，崇德小学,Canton Baptist Church,t,1931,新乡路幼儿园,川公路109号、新乡路66号,三,
5,2015,虹口,5F030,,公济医院,Gong Ji Hospital,t,1877,北外滩苏宁广场（苏宁宝丽嘉酒店）,北苏州路190号、天潼路365号,三,
5,2015,虹口,5F031,,金山大楼,Jinshan Building,t,1903,金山大楼,金山路43-61号（单号）、大名路60-86（双号）,二,
5,2015,虹口,5F032,,扆虹园,Yihong Garden,t,20世纪初,住宅,武进路453-457号(单号),三,
5,2015,虹口,5F033,,公寓,Apartment,n,1923,公寓,长治路119-135 号（单号）、闵行路172号,三,
5,2015,虹口,5F034,,同仁医院,Tong Ren Hospital,t,1920年代,住宅,长治路155-159 号（单号）、南浔路193号,三,
5,2015,虹口,5F035,,住宅,Residential building,t,1923,住宅,唐山路753号,三,
5,2015,虹口,5F036,,住宅,Residential building,t,1900年代,住宅,塘沽路73 弄（8-22 号），南浔路140号,三,
5,2015,虹口,5F037,,住宅,Residential building,t,1924,住宅,舟山路394号,三,
5,2015,虹口,5F038,,商铺及住宅（隶属公益坊）,Storefronts and residential buildings attached to Gongyi Fang,t,1931,公寓,四川北路975-987号（单号），四川北路1297-1311 号（单号）,三,
5,2015,虹口,5F038,,住宅,Residential building,t,1920年代,住宅,高阳路165-167号（单号）,三,
5,2015,虹口,5F040,,皇家旅馆（Royal Hotel）,Royal Hotel,o,1927,住宅,武进路393弄（14号）、武进路409号,三,
5,2015,杨浦,5G001,,住宅,Residential building,n,不详,杨浦区人口和家庭计划指导服务中心1号楼,龙江路2号,二,
5,2015,杨浦,5G002,,公共租界杨树浦路巡捕房营房旧址 （格兰路巡捕房）,,,1920年代,隆昌公寓,隆昌路362号,三,
5,2015,杨浦,5G003,,住宅,Residential building,n,不详,住宅,吉林路5号,三,
5,2015,杨浦,5G004,,住宅,Residential building,n,不详,办公,平凉路250号,三,
5,2015,杨浦,5G005,,聂家花园,Nie family garden residence,t,1910年代,市东小学,辽阳路51弄,三,
5,2015,杨浦,5G006,,住宅,Residential building,n,不详,平凉路派出所,杨树浦路713号,三,
5,2015,杨浦,5G007,,公共租界榆林路巡捕（1925-1943）旧址,,,1930,杨浦区政府,江浦路549号,四,
5,2015,杨浦,5G008,,住宅,Residential building,n,不详,住宅,平凉路629号,三,
5,2015,杨浦,5G009,,聂中丞华童公学/缉槼中学教学楼,,,1916,市东中学教学楼,荆州路42号,二,
5,2015,杨浦,5G010,,公共租界杨树浦救火会旧址,Former site of Yangpu Fire Dept ,t,1920,上海市消防总队杨浦支队杨浦中队,杨树浦路1307号,三,
5,2015,杨浦,5G011,,公共租界杨树浦路巡捕房（格兰路巡捕 房）旧址,,,1930,上海市公安局杨浦分局、上海市国家安全局杨浦分局,平凉路2049号,三,
5,2015,杨浦,5G012,,日商上海纺织株式会社旧址,,,1922,杨树浦路2086号建筑群,杨树浦路2086号,三,
5,2015,杨浦,5G013,,瑞瑢船厂旧址,,,1920年代,上海船厂修船分厂,杨树浦路640号,三,
5,2015,杨浦,5G014,,颐庆里住宅,,,1932,住宅,景星路310、314弄（1-9号）,三,
5,2015,杨浦,5G015,,大业印刷厂职员工房,Da Ye Printworks Employee Dormitory,t,1910年代,住宅,福禄街193-209号（单号）,三,
5,2015,杨浦,5G016,,住宅,Residential building,n,1929,住宅,龙江路50-66号双号,三,
5,2015,杨浦,5G017,,华生印务公司/华一印刷股份有限公司,Hua Sheng Printworks Co. ,t,1932,榆林路308号楼,"榆林308-312号（双
号）",三,
5,2015,杨浦,5G018,,住宅,Residential building,n,花园住宅1930年代;公寓住宅1950、70年代分批建造,国顺路650弄住宅,国顺路650弄（1-78）号,三,
5,2015,杨浦,5G019,,原上海浚浦局职员俱乐部,,,1930年代,白庐,共青路386号,三,
5,2015,长宁,5M001,,住宅（Sou Yen Siao Cho Lane),Sou Yen Siao Cho Lane,o,1930年代,住宅,愚园路789弄91-103号,三,
5,2015,长宁,5M002,,朱学仁住宅/中共长宁区委党校/长宁区人民法院,Zhu Xueren residence,t,1920年代,住宅,愚园路684号,三,
5,2015,长宁,5M003,,花园住宅,Garden villa,n,1936年,花园住宅,愚园路714号,三,
5,2015,长宁,5M004,,梁兆来住宅,Liang Zhaolai residence,t,1948年,住宅,华山路978号,三,
5,2015,长宁,5M005,,住宅,Residential building,n,1930年,唐氏花园住宅,愚园路838弄20、22、30、32号,三,
5,2015,长宁,5M006,,亨昌里,Heng Chang Li,t,1925年,亨昌里,愚园路1376弄（4-42号）、1362-1374号（双号）,三,
5,2015,长宁,5M007,,住宅,Residential building,n,不详,住宅,武夷路188号,二,
5,2015,长宁,5M008,,住宅,Residential building,n,不详,住宅,江苏路128号,二,
5,2015,长宁,5M009,,住宅,Residential building,n,不详,住宅,武夷路154号,二,
5,2015,长宁,5M010,,上海长征制药厂,Shanghai Changzheng Pharmaceuticals,t,不详,弘基创意国际园,愚园路1107号（8、9号楼）,三,
5,2015,长宁,5M011,,丰田纱厂干部住宅,Toyota Textile Factory Senior Employees residences,t,1930年代,住宅,愚园路1249弄2号楼,三,
5,2015,长宁,5M012,,住宅,Residential building,n,不详,宁波市政府驻沪办事处/长宁区妇幼保健院,武夷路49弄,二,
5,2015,长宁,5M013,,住宅,Residential building,n,1930年代,住宅,武夷路234号,三,
5,2015,长宁,5M014,,花园住宅,Garden villa,n,不详,花园住宅,愚园路1055号,三,
5,2015,长宁,5M015,,住宅,Residential building,n,1912年,住宅,愚园路1293弄2号,三,
5,2015,长宁,5M016,,住宅,Residential building,n,1930年代,住宅,武夷路95弄4号、6号、8号、16号、18号、20号,三,
5,2015,长宁,5M017,,住宅,Residential building,n,1930年代,长宁区机关事务管理局,武夷路100号,三,
5,2015,长宁,5M018,,住宅,Residential building,n,1930年代,住宅,武夷路174号,二,
5,2015,长宁,5M019,,花园住宅,Garden villa,n,不详,中共上海市长宁区委老干部局,愚园路1136弄34号,三,
5,2015,长宁,5M020,,住宅,Residential building,n,不详,住宅,愚园路1132弄、1136弄57号,二,
5,2015,长宁,5M021,,住宅,Residential building,n,不详,住宅,愚园路1039号,三,
5,2015,长宁,5M022,,丰田纱厂干部住宅,Toyota Textile Factory Senior Employee residence,t,1920年代,住宅,愚园路1249弄1号,二,
5,2015,长宁,5M023,,住宅,Residential building,n,不详,住宅,愚园路1221弄4、6、10、14号,三,
5,2015,长宁,5M024,,住宅,Residential building,n,1920年代,住宅,武定西路1201、1207号,二,
5,2015,长宁,5M025,,太古洋行大班住宅,Tai Koo Tai-pan Residence,t,1934年,兴国宾馆,华山路1245号,二,
5,2015,普陀,5N001,,英国医院（20世纪初）/“美丽牌香烟大王”陈楚湘住宅（1940年代）/大中化学化工厂（1943年）/南林师范学校(1982年)/中山北路第八小学(1990年代),,,清末民初,办公,凯旋北路1555弄,二,
5,2015,普陀,5N002,,华东师范大学办公楼,ECNU office buildings,t,东楼、西楼1940年代；中楼1952年,办公楼（中楼、东楼、西楼）,中山北路3663号,二,
5,2015,普陀,5N003,,大夏大学思群堂,"Siqun Hall, Great China University",t,1946,华东师大思群堂,中山北路3663号,三,
5,2015,浦东,5W001,,清溪茶馆,Qingxi Teahouse,t,待考,上海江东书院,高桥镇东街16-28号（双号）,二,
5,2015,浦东,5W002,,凌氏民宅,Lin family residence,t,1918年,高桥人家陈列馆,高桥镇西街163-171号（单号）,二,
5,2015,浦东,5W003,,关帝庙,Guandi Temple,t,2014重修,关帝庙,西市街54、56号,二,
5,2015,浦东,5W004,,“贤生”宅,"Building ""Xian Sheng""",t,1920年代,龚路居民委员会,龚路东街20号,二,
5,2015,浦东,5W005,,洋泾中学办公楼、实验楼,Yangjin Middle School Office Building and Laboratory Building,t,1955（3号楼）/1947（4号楼）,洋泾中学3、4号楼,潍坊路111号,四,
5,2015,浦东,5W006,,花园住宅,Garden villa,n,待考,三林敬老院,三林镇长清路2315号,三,
5,2015,浦东,5W007,,叶氏花行,Ye family Flower shop,t,清光绪年间,叶氏花行,新场镇洪西街114-126号（双号）、新奉公路105号,三,
5,2015,浦东,5W008,,王和生宅,Wang Hesheng residence,t,民国初年,王和生宅,新场古镇新场大街195号,二,
5,2015,浦东,5W009,,裕大南货店,Yuda Grocery Store,t,明国20年,新场大街169－171号楼,新场镇新场大街169-173号(单号),三,
5,2015,浦东,5W010,,住宅,Residential building,n,待考,住宅,大团镇永春西二路66-70号(双号),三,
5,2015,浦东,5W011,,张氏宅,Zhang family residence,t,待考,张氏宅,三林镇东林街65弄7号,三,
5,2015,浦东,5W012,,住宅,Residential building,n,待考,住宅,三林镇中林街131弄5号,三,
5,2015,浦东,5W013,,连宏生宅,Lian Hongsheng residence,t,待考,连宏生宅,合庆镇华星村连家宅67号,三,
5,2015,浦东,5W014,,民宅,Residential building,n,待考,住宅,高桥镇西街173弄（1-3号）、西街175-181号（单号）,二,
5,2015,浦东,5W015,,郑生官宅,Zheng Shengguan Residence,t,1912,郑生官宅,新场镇新场大街190号,三,
5,2015,浦东,5W016,,丁家花园,Ding family residence,t,1930年代,川沙营造馆,川沙镇东泥弄9号、北市街19号,三,
5,2015,浦东,5W017,,谢氏商铺,Xie family storefronts,t,待考,谢氏商铺,新场镇洪西街2弄、新场大街399-401号（单号）,三,
5,2015,浦东,5W018,,三德堂、崇德堂,Sande Hall and Chongde Hall,t,待考,陆家花苑,川沙镇北城壕路64号,三,
5,2015,浦东,5W019,,张小乙宅,Zhang Xiaoyi residen,t,民国初年,上海市浦东新区新场镇工农居民委员会,新场镇新场大街283号,三,
5,2015,浦东,5W020,,张氏住宅,Zhang family residence,t,待考,张氏住宅,周浦镇川周公路4436号,三,
5,2015,浦东,5W021,,三林书院旧址,Fmr site of Sanlin Academy,t,待考,三林中学,三林镇三林路658号,三,
5,2015,浦东,5W022,,庞松舟住宅,Pang Songzhou residence,t,1933,松庐,三林镇中林街66号,二,
5,2015,浦东,5W023,,中华楼,Zhonghua Building,t,民国初年,中国锣鼓书艺术馆,新场镇新场大街141-145号(单号),三,
5,2015,浦东,5W024,,黄氏民宅,Huang family residence,t,1921,高桥绒绣馆,高桥镇西街133弄1、3号，西街135-139号（单号）,二,
5,2015,浦东,5W025,,以道堂、以德堂,"Yidao Hall, Yide Hall",t,1935前后,以道堂、以德堂,川沙镇北城壕路84-88号（双号）,三,
5,2015,浦东,5W026,,钟宅,Zhong residence,t,1930年代,花园住宅,高桥镇石家街29号,三,
5,2015,浦东,5W027,,蔡宅,Cai residence,t,待考,蔡氏民宅,高桥镇季景北路714弄11号,三,
5,2015,浦东,5W028,,原英商马勒机器造船厂,Molleis Shipbuilding and Engineering Works,o,1952年(住宅)，办公楼待考,中国船舶工业集团公司,浦东大道2789号,四,
5,2015,浦东,5W029,,方氏住宅、张贵宾宅,Fang family residence,t,清初,浦东派琵琶艺术传习中心,新场镇新场大街114号南侧,三,
5,2015,浦东,5W030,,沈宅,Shen residence,t,约1855,沈氏民宅,高桥镇西街124弄1号,三,
5,2015,浦东,5W031,,住宅,Residential building,n,待考,住宅,航头镇下沙街219-223号（单号）,三,
5,2015,浦东,5W032,,李氏住宅、李锦章宅,Li family residence,t,清代,李锦章宅,新场镇新场大街265号，267弄1-11号，269号,三,
5,2015,浦东,5W033,,住宅,Residential building,n,待考,住宅,大团镇永春北路139-143号（单号）,三,
5,2015,浦东,5W034,,住宅,Residential building,n,待考,住宅,花园街28弄1-8号、30、32、34、36、38、40弄1-18号、48弄1-10号,三,
5,2015,浦东,5W035,,住宅,Residential building,n,待考,住宅,航头镇下沙街西段,三,
5,2015,浦东,5W036,,吴宅,Wu family residence,t,1947年,住宅,张江镇江东路33弄2号,二,
5,2015,浦东,5W037,,奚家厅,Xijiating,t,始建明代，清代大修,奚家厅,新场镇洪东街118号-126号（双号），新场大街452弄,四,
5,2015,浦东,5W038,,五星天主堂,Wuxing Catholic Church,t,1904,施家天主堂,宣桥镇三灶村五星支弄704号,三,
5,2015,浦东,5W039,,吴氏民居,Wu family residence,t,待考,吴氏民居,川沙新镇大洪村吴家宅19号,二,
5,2015,浦东,5W040,,川沙私立友仁初级中学,You Ren Private High School of Chuansha,t,1942,川沙中学综合大楼,川沙新镇新川路324号川沙中学内,四,
5,2015,浦东,5W041,,住宅,Residential building,n,1905,住宅,高桥镇西街42-48号（双号）,三,
5,2015,浦东,5W042,,住宅,Residential building,n,待考,住宅,周浦镇西大街134号,三,
5,2015,浦东,5W043,,住宅,Residential building,n,待考,住宅,川沙新镇陈桥村1149号,三,
5,2015,浦东,5W044,,住宅,Residential building,n,待考,住宅,川沙新镇陈桥村1156号,四,
5,2015,浦东,5W045,,住宅,Residential building,n,待考,住宅,川沙新镇护塘街111号-115号（单号）,三,
5,2015,浦东,5W046,,小湾区公所,Xiaowan District Public Hall,t,1934,住宅,唐镇镇小湾村东张家宅1号,三,
5,2015,浦东,5W047,,李元庆民宅、民宅,Li Yuanqing residence,t,1930年代,高桥镇石家街27弄3号、季景北路608-612号,高桥镇石家街27弄3号、季景北路608-612号（双号）,三,
5,2015,松江,5P001,,杜正华旧居,Du Zhenhua former residence,t,晚清至民国,杜氏宅,松江区仓城秀南街6、8号,三,
5,2015,松江,5P002,,康奉吉宅、螃蜞老妪宅、宋士琼宅、侯宅、沈开三宅,Residential buildings of Tang Fengji et al,t,晚清至民国,康氏宅、沈氏三宅、宋氏宅、候氏宅,松江区仓城秀南街102号-114号（双号）,三,
5,2015,松江,5P003,,待考,TBD,n,民国,陆氏宅,松江区仓城秀中山西路317-323号（单号）,三,
5,2015,宝山,5K001,,花神堂,Flower God Hall,t,1887,花神堂,罗店赵巷街136号,二,
5,2015,崇明,5R001,,倪葆生住宅、志愿军驻地、粮管所粮仓,Ni Baosheng Residence,t,1927,倪葆生旧居,崇明区堡镇财贸村石桥834号,三,
5,2015,金山,5Y001,,住宅,Residential building,n,待考,住宅,枫泾镇生产街70号、油车弄2号,三,
5,2015,金山,5Y002,,陈舜俞故居、枫泾民俗博物馆,Chen Shunyu residence,t,宋庆历七年（1047）、宋熙宁三年（1070）、宋熙宁七年（1074）,三百园,枫泾镇和平街49号,三,
5,2015,金山,5Y003,,丁义兴熟食店、丁义兴小酒店,Dingyixing Bistro,t,清咸丰二年（1852年）,丁蹄作坊,枫泾镇南大街149号,二,
5,2015,奉贤,5Z001,,庄行东街沿街商铺民宅,Street-facing residential buildings in East St. of Zhuanghang,t,待考,住宅,庄行镇一新路95-97号（单号）、庄行东街6-50号（双号）、庄行东街17-43号（单号）,三,
5,2015,奉贤,5Z002,,住宅,Residential building,n,待考,住宅,青村镇中街10弄9-12号、18弄1-4号、20-26号（双号）,三,
5,2015,嘉定,5S001,,汇龙潭公园,Huilongtan Park,t,明万历十六年(1588年),汇龙潭公园,嘉定镇沙霞路68号,二,
5,2015,嘉定,5S002,,耶稣圣心堂、宫保桥天主堂,Gongbaoqiao Catholic Church,t,待考,天主堂,嘉定镇中下塘街99号,二,
5,2015,嘉定,5S003,,华兴永电气公司职工疗养所、塔前招待所,Huaxingyong Electrics Co. Employee Retreat,t,待考,嘉定别墅,嘉定镇南大街321号,二,
5,2015,嘉定,5S004,,待考,TBD,n,待考,南翔双塔周边,南翔镇解放街218、222号、237号，人民街44、46、58、65、67、69、71、73、75号,三,
5,2015,青浦,5X001,,仲宅,Zhong building,t,待考,仲宅,朱家角镇胜利街239弄7号,三,
5,2015,青浦,5X002,,朱家角天主堂,Zhujiajiao Catholic Church,t,待考,朱家角天主堂,朱家角镇漕河街317弄27号,二,
5,2015,青浦,5X003,,住宅,Residential building,n,待考,住宅,练塘镇东风街109、110号,三,
5,2015,青浦,5X004,,住宅,Residential building,n,待考,住宅,练塘镇下塘街44弄19-38号及北侧构筑物,三,
5,2015,青浦,5X005,,住宅,Residential building,n,待考,住宅,朱家角镇东湖街209弄,三,
5,2015,青浦,5X006,,陆家米行旧址,Lu family rice shop former location,t,1930年代,住宅,练塘镇前进街77号,三,
5,2015,青浦,5X007,,周氏民宅,Zhou family residence,t,待考,周氏民宅,朱家镇东市街157号,三,
5,2015,青浦,5X008,,杨氏民宅,Yang family residence,t,待考,井亭饭店,朱家角镇西井街56弄,三,
5,2015,青浦,5X009,,淼趣楼,Miaoqu Tower,t,待考,证大朱家角艺术馆、淼趣楼,朱家角镇北大街222号,三,
5,2015,青浦,5X010,,陈家仓库,Chen family warehouse,t,民国初年,下塘街16号楼,金泽镇下塘街16号,三,
5,2015,青浦,5X011,,张氏民宅,Zhang family residence,t,清末,青浦区朱家角镇景区管理办公室,朱家角镇祥凝浜路602号,三,
5,2015,青浦,5X012,,住宅,Residential building,n,待考,住宅,白鹤镇鹤江路369号,三,
5,2015,青浦,5X013,,住宅,Residential building,n,待考,住宅,重固镇通波塘西街53号,四,
